ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_24_ACS_Total,T_24_ACS_White,T_24_ACS_Hispanic,T_24_ACS_Black,T_24_ACS_Asian,T_24_ACS_Native,T_24_ACS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,X_20_KS_2020_StateHouse_contested_only_DRA_D,X_20_KS_2020_StateHouse_contested_only_DRA_R,X_20_KS_2020_StateHouse_contested_only_DRA_Tot,X_20_KS_2020_StateSenate_contested_only_DRA_D,X_20_KS_2020_StateSenate_contested_only_DRA_R,X_20_KS_2020_StateSenate_contested_only_DRA_Tot,X_22_2022_Age_by_Sex_Male_U5,X_22_2022_Age_by_Sex_Male_5_9,X_22_2022_Age_by_Sex_Male_10_14,X_22_2022_Age_by_Sex_Male_15_17,X_22_2022_Age_by_Sex_Male_18_19,X_22_2022_Age_by_Sex_Male_20,X_22_2022_Age_by_Sex_Male_21,X_22_2022_Age_by_Sex_Male_22_24,X_22_2022_Age_by_Sex_Male_25_29,X_22_2022_Age_by_Sex_Male_30_34,X_22_2022_Age_by_Sex_Male_35_39,X_22_2022_Age_by_Sex_Male_40_44,X_22_2022_Age_by_Sex_Male_45_49,X_22_2022_Age_by_Sex_Male_50_54,X_22_2022_Age_by_Sex_Male_55_59,X_22_2022_Age_by_Sex_Male_60_61,X_22_2022_Age_by_Sex_Male_62_64,X_22_2022_Age_by_Sex_Male_65_66,X_22_2022_Age_by_Sex_Male_67_69,X_22_2022_Age_by_Sex_Male_70_74,X_22_2022_Age_by_Sex_Male_75_79,X_22_2022_Age_by_Sex_Male_80_84,X_22_2022_Age_by_Sex_Male_O84,X_22_2022_Age_by_Sex_Female_U5,X_22_2022_Age_by_Sex_Female_5_9,X_22_2022_Age_by_Sex_Female_10_14,X_22_2022_Age_by_Sex_Female_15_17,X_22_2022_Age_by_Sex_Female_18_19,X_22_2022_Age_by_Sex_Female_20,X_22_2022_Age_by_Sex_Female_21,X_22_2022_Age_by_Sex_Female_22_24,X_22_2022_Age_by_Sex_Female_25_29,X_22_2022_Age_by_Sex_Female_30_34,X_22_2022_Age_by_Sex_Female_35_39,X_22_2022_Age_by_Sex_Female_40_44,X_22_2022_Age_by_Sex_Female_45_49,X_22_2022_Age_by_Sex_Female_50_54,X_22_2022_Age_by_Sex_Female_55_59,X_22_2022_Age_by_Sex_Female_60_61,X_22_2022_Age_by_Sex_Female_62_64,X_22_2022_Age_by_Sex_Female_65_66,X_22_2022_Age_by_Sex_Female_67_69,X_22_2022_Age_by_Sex_Female_70_74,X_22_2022_Age_by_Sex_Female_75_79,X_22_2022_Age_by_Sex_Female_80_84,X_22_2022_Age_by_Sex_Female_O84,X_22_2022_Education_NoHS,X_22_2022_Education_HS,X_22_2022_Education_SomeCol,X_22_2022_Education_Assoc,X_22_2022_Education_Bach,X_22_2022_Education_Master,X_22_2022_Education_Prof,X_22_2022_Education_Doc,X_22_2022_Income_Expanded_U10K,X_22_2022_Income_Expanded_U15K,X_22_2022_Income_Expanded_U20K,X_22_2022_Income_Expanded_U25K,X_22_2022_Income_Expanded_U30K,X_22_2022_Income_Expanded_U35K,X_22_2022_Income_Expanded_U40K,X_22_2022_Income_Expanded_U45K,X_22_2022_Income_Expanded_U50K,X_22_2022_Income_Expanded_U60K,X_22_2022_Income_Expanded_U75K,X_22_2022_Income_Expanded_U100K,X_22_2022_Income_Expanded_U125K,X_22_2022_Income_Expanded_U150K,X_22_2022_Income_Expanded_U200K,X_22_2022_Income_Expanded_O200K,X_22_Commissioner_of_Insurance_2022_D,X_22_Commissioner_of_Insurance_2022_R,X_22_Commissioner_of_Insurance_2022_Tot,X_22_KS_2022_Amendment_DRA_D,X_22_KS_2022_Amendment_DRA_R,X_22_KS_2022_Amendment_DRA_Tot,X_22_KS_2022_Q1_RulesRegs_DRA_D,X_22_KS_2022_Q1_RulesRegs_DRA_R,X_22_KS_2022_Q1_RulesRegs_DRA_Tot,X_22_KS_2022_Q2_Sheriff_DRA_D,X_22_KS_2022_Q2_Sheriff_DRA_R,X_22_KS_2022_Q2_Sheriff_DRA_Tot,X_22_KS_2022_StateHouse_contested_only_DRA_D,X_22_KS_2022_StateHouse_contested_only_DRA_R,X_22_KS_2022_StateHouse_contested_only_DRA_Tot,X_24_KS_2024_StateHouse_contested_only_DRA_D,X_24_KS_2024_StateHouse_contested_only_DRA_R,X_24_KS_2024_StateHouse_contested_only_DRA_Tot,X_24_KS_2024_StateSenate_contested_only_DRA_D,X_24_KS_2024_StateSenate_contested_only_DRA_R,X_24_KS_2024_StateSenate_contested_only_DRA_Tot,Persons Living Alone,Family Households with Persons Under 18,Owner Occupied Housing,Renter Occupied Housing,Total Persons in Group Quarters,Persons in nursing homes
79,79,23609,19456,1441,843,561,1183,116,23632,19778,1764,805,499,728,137,18441,15567,940,565,421,815,72,17866,15542,1132,439,284,416,0,384,250,97,0,9730,2594,6482,9672,2396,6684,8097,3139,4078,8022,2454,5568,8030,2964,4804,7981,2536,5445,9491,2833,6220,10862,3118,7496,10882,3331,6962,8275,2177,5789,8311,3403,4556,8238,3170,5068,8199,2338,5583,8224,2687,5207,10429,3003,7231,3569,7047,10616,0,0,0,534,745,866,581,316,315,171,572,645,594,757,809,774,700,934,269,462,233,298,610,409,242,219,633,598,760,450,225,174,85,447,655,636,509,579,694,701,763,287,463,223,343,712,535,346,480,1109,4973,3959,1642,2752,1169,83,190,445,364,323,407,351,336,479,461,371,807,888,1024,931,760,605,307,2260,5849,8109,3728,3345,7068,3585,4127,7712,2646,5101,7747,2981,5109,8101,2739,7237,9983,3013,7212,10227,2598,2864,6504,2655,1440,285
80,80,23973,17731,3521,944,226,1612,138,23680,17548,3363,1351,391,1322,48,17746,13813,2123,554,139,1101,96,17420,14281,1622,675,233,571,0,495,98,233,0,8286,2247,5480,8243,2230,5435,6863,2799,3238,6805,2324,4481,6815,2654,3896,6787,2311,4476,8157,2558,5205,9402,2796,6399,9413,3015,5777,6535,1771,4521,6574,2715,3546,6525,2521,4004,6510,1874,4402,6522,2170,4086,8905,2558,6173,883,1160,2042,0,0,0,935,671,1000,464,412,200,113,518,600,772,831,663,678,620,842,314,513,324,562,454,273,160,269,634,745,1097,543,412,217,232,239,646,703,878,682,574,711,731,389,524,261,419,511,343,219,387,1413,5407,3961,1796,2062,973,86,121,475,386,508,676,459,545,510,516,479,698,902,1169,784,608,371,273,1830,4625,6455,2963,2658,5619,2763,3531,6291,2051,4265,6318,13,24,34,17,36,49,2544,6068,8610,2873,3290,6000,3346,724,244
81,81,23040,14481,3923,2243,1620,952,136,23053,14484,4043,2300,1930,677,80,16888,11243,2439,1414,1148,673,92,15333,11136,1673,1041,1024,290,22,922,919,62,22,6728,2040,4036,6552,1883,4231,5786,2398,2794,5683,1994,3689,5709,2258,3219,5647,2072,3575,6873,2377,4099,8202,2929,5055,8132,2967,4731,5660,1787,3679,5688,2506,3015,5604,2392,3212,5614,1880,3555,5589,2143,3259,8234,2962,5141,2806,5111,7931,2854,5071,7925,864,920,875,376,349,345,277,747,867,883,883,466,573,679,509,323,388,161,260,339,434,56,81,859,841,815,520,399,172,62,623,868,834,843,529,627,376,635,359,187,227,394,520,423,153,72,1412,2934,3549,1649,3282,978,108,58,440,356,183,349,635,313,520,202,245,824,856,1258,920,559,658,475,1780,3715,5495,2873,2279,5154,2205,2822,5031,1680,3352,5031,108,163,269,375,775,1147,908,1941,3088,2426,3381,4587,4138,643,0
82,82,23223,19544,1456,656,537,1111,67,23898,19679,2238,538,540,565,137,17119,14862,814,327,346,740,39,17676,15674,973,323,286,334,16,201,127,147,16,10317,2711,6624,10073,2530,6889,8985,3556,4437,8832,2930,5902,8848,3360,5122,8784,3046,5738,10313,3251,6466,11819,3838,7671,11740,3938,7168,8461,2533,5662,8494,3678,4537,8387,3520,4867,8383,2634,5462,8376,3071,5004,11607,3812,7580,3368,8012,11397,2150,4693,6842,605,824,1175,501,310,83,199,364,418,802,806,520,722,652,796,250,600,239,255,532,215,198,110,574,1074,1138,470,266,74,80,250,431,583,992,762,472,569,985,160,671,206,157,626,502,341,538,616,3831,4012,1575,3005,1716,202,133,280,147,146,287,591,279,127,179,395,673,1049,1407,914,748,863,616,2563,5673,8236,4397,3631,8029,3638,4385,8021,2745,5267,8009,2872,5492,8358,3345,6947,10292,1959,5285,8094,1998,3350,6605,2107,287,232
83,83,24120,11692,4906,5656,1266,1052,120,23947,11444,5709,5202,1012,802,128,18008,9796,3126,3589,926,733,70,16396,9950,2531,3009,556,336,5,2473,527,91,5,7471,3703,2940,7280,3365,3419,6505,3957,1968,6384,3580,2804,6406,3847,2317,6375,3683,2692,7435,4074,2933,8459,4909,3305,8382,4870,3082,5474,2929,2373,5528,3536,1848,5437,3495,1942,5431,3027,2244,5446,3261,2010,7413,4290,2980,4260,2892,7164,4787,3373,8159,771,731,1168,466,455,32,125,424,831,1026,1002,735,619,483,719,225,354,120,352,370,171,159,139,694,848,833,330,342,201,182,318,952,1040,847,759,606,849,560,224,359,251,554,345,388,119,252,2392,4099,3866,947,2432,1210,257,197,483,615,692,587,724,599,412,473,320,832,852,1302,637,523,402,386,2872,2424,5296,3570,1501,5069,2649,2051,4691,2006,2637,4636,26,23,48,3292,2334,5631,673,736,1504,3752,3631,4774,5358,535,167
84,84,23539,8699,4952,8705,850,1199,88,24232,11003,5875,6514,606,1006,48,16987,7077,2821,6062,676,797,52,15858,8877,2136,4231,275,415,4,3762,155,75,4,7270,4831,1763,6978,4379,2219,6484,4781,1244,6381,4570,1811,6383,4692,1462,6337,4622,1715,7186,5046,1832,8193,5968,2053,8111,5745,2034,5445,3659,1598,5514,4158,1226,5413,4137,1276,5387,3724,1485,5426,3923,1318,7313,5138,2055,5809,2075,7895,5881,2074,7957,757,1025,1011,610,398,152,176,477,802,870,788,662,735,607,563,232,402,212,226,263,236,109,68,549,768,989,819,415,224,91,464,950,726,754,766,771,709,666,242,326,514,335,459,214,226,232,2127,3405,3426,1079,2489,1607,261,282,787,870,547,528,491,539,538,446,404,664,891,1069,569,425,322,362,3593,1676,5269,4071,1261,5326,3134,1880,5020,2388,2563,4955,0,0,0,174,104,278,0,0,0,3448,3651,4559,5039,330,0
85,85,23565,16203,1657,2958,2177,717,83,24974,18144,1907,2781,1824,512,27,18041,13038,1091,1906,1570,474,57,18024,13690,1213,1711,1072,224,0,1575,929,29,0,10288,3899,5429,10158,3273,6457,9417,4676,4038,9255,3749,5506,9263,4223,4758,9172,3924,5248,10638,4469,5718,12387,5623,6487,12369,5588,6390,9094,3545,5342,9155,4704,4288,9020,4663,4357,8987,3722,5101,9037,4187,4629,12351,5570,6568,5005,6948,11963,4921,7049,11969,749,736,828,562,388,147,232,545,1260,735,879,509,674,661,657,302,473,371,299,406,229,267,257,869,922,774,534,252,194,185,503,1041,842,966,866,557,619,688,243,388,215,511,444,355,242,377,513,2963,2969,1307,4986,2417,790,303,391,111,268,178,172,382,288,262,402,811,667,1366,998,629,1080,1376,3458,5352,8810,5601,4468,10076,4950,5423,10375,3928,6332,10264,4392,6108,10504,5766,8134,13897,5545,8515,14101,2685,3108,5636,3824,537,218
86,86,24159,11963,6434,3742,1332,1323,59,24067,11794,6292,4634,864,1119,43,18056,10114,3961,2315,979,939,32,15915,10235,2446,2407,470,349,32,2031,370,99,32,6550,3075,2784,6323,2859,2887,5483,3198,1717,5386,3055,2331,5399,3144,1990,5325,3103,2222,6395,3384,2600,7379,4136,3033,7300,4086,2730,4521,2413,1916,4547,2850,1503,4478,2806,1672,4464,2459,1819,4485,2659,1661,6437,3555,2759,3571,2849,6428,4225,2893,7115,1166,566,803,413,214,153,139,663,764,1032,936,769,728,704,642,306,420,354,251,402,145,126,212,864,659,966,367,198,108,99,664,854,730,891,739,760,775,714,152,351,249,555,409,244,205,387,2931,5332,3722,1392,1735,554,55,71,583,907,525,590,725,626,647,466,802,858,1207,1222,553,220,101,72,2387,1991,4378,2440,942,3388,1710,1469,3184,1308,1844,3156,1850,1353,3208,84,55,133,2090,1524,3607,3681,3528,4698,5243,275,52
87,87,23768,15710,2177,2812,2486,771,42,23282,16323,2144,2347,2290,449,15,18791,13080,1426,1943,1842,543,23,17352,13291,1214,1504,1121,219,5,1173,885,64,5,10613,4134,5500,10415,3471,6433,9631,4890,4046,9476,3955,5521,9509,4483,4720,9392,4086,5306,10812,4665,5667,12416,5807,6326,12393,5778,6232,8993,3571,5234,9052,4733,4156,8887,4762,4125,8895,3723,4994,8886,4195,4470,11584,5446,5973,5313,6630,11953,5441,6665,12106,902,855,694,424,184,150,286,634,1522,780,737,576,647,560,606,251,473,216,352,485,342,220,271,621,619,926,488,149,152,175,709,697,646,807,845,657,714,616,273,495,319,582,492,350,290,549,763,2222,3056,1179,5798,2066,917,390,552,233,338,234,440,401,366,448,345,564,809,1281,1031,730,754,1776,3473,5205,8678,4638,3071,7705,3745,3711,7454,2999,4389,7387,3527,4183,7709,3795,4291,8086,3381,4390,8070,3427,3073,6182,4019,384,228
88,88,23527,11451,2893,4604,4203,811,85,23871,11996,2638,4099,5070,1103,199,17958,9540,1862,3107,3026,606,62,17822,10446,1395,2462,3197,345,0,2032,2938,87,0,7831,3372,3715,7640,3071,4065,6865,3768,2511,6789,3392,3397,6776,3650,2898,6723,3470,3253,8039,3877,3746,9571,4843,4500,9501,4810,4284,6036,2710,3137,6080,3371,2532,5993,3286,2707,5986,2800,3028,6009,3055,2759,9199,4551,4510,776,1458,2240,4585,4676,9263,549,575,879,641,381,209,144,729,922,851,708,807,702,807,760,251,290,539,415,502,137,180,113,583,550,451,447,339,202,231,928,1241,936,632,540,894,685,660,272,392,417,169,384,266,165,313,1718,3503,3910,1497,3286,1504,401,137,427,262,247,282,572,228,332,289,404,575,1426,1515,895,760,762,406,2660,3238,5898,3609,1828,5437,2558,2545,5100,1928,3176,5101,2473,2238,4710,3738,3436,7177,3625,3984,8135,2992,3299,5305,4088,85,61
89,89,24153,10736,2523,8451,2086,867,57,25358,12368,3198,7517,1888,671,21,19043,9076,1709,6180,1685,622,32,18294,10659,1683,4610,870,455,27,4219,688,119,27,8699,5069,2891,8432,4521,3474,7727,5068,2064,7594,4689,2905,7640,4987,2433,7564,4757,2807,8675,5320,2978,9905,6346,3366,9859,6219,3249,6563,3724,2678,6627,4402,2084,6553,4333,2220,6503,3812,2529,6541,4137,2235,8997,5468,3379,5988,3550,9558,4732,1550,6282,717,645,583,491,500,389,193,1078,1157,805,932,528,335,586,678,201,371,167,200,381,240,97,84,480,746,815,419,637,458,358,748,924,564,710,463,528,480,650,273,487,246,484,668,215,394,109,1098,2847,3379,1115,3441,1702,220,150,632,489,434,396,563,401,251,523,486,576,651,1139,684,422,704,562,3672,2673,6345,4223,2147,6369,3271,2808,6078,2491,3549,6039,0,0,0,0,2,2,1788,2334,4122,3152,2969,5067,4174,1872,64
90,90,23547,19512,1834,708,597,919,47,24834,21114,1971,868,569,424,0,16704,14314,1003,372,391,606,26,16974,15190,951,414,208,265,0,149,186,31,0,9617,2197,6609,9396,1912,6915,8696,3146,4614,8545,2392,6153,8529,2786,5413,8439,2482,5957,10043,2778,6751,12037,3428,8353,11965,3558,7884,8855,2248,6353,8920,3391,5253,8774,3293,5481,8733,2349,6159,8737,2838,5637,12608,3646,8750,484,985,1469,793,2475,3268,1088,731,1021,779,258,135,36,405,441,524,472,755,962,695,587,583,423,351,249,525,222,162,334,495,832,1127,745,151,141,242,257,822,529,718,916,771,502,764,384,631,204,219,534,598,370,287,660,3747,3318,1160,4359,2021,189,80,288,49,258,164,442,251,288,222,463,771,647,1321,1110,786,1025,808,2178,6332,8510,3619,4252,7869,3455,4793,8246,2728,5482,8208,146,274,439,3210,7907,11117,3304,8208,11554,1640,3599,6294,2069,280,123
91,91,24248,18481,2680,1242,919,1055,45,25143,19909,1704,1917,1288,636,32,18008,14451,1539,736,597,684,25,18102,15190,917,977,593,331,0,684,508,47,0,9925,2857,6145,9733,2542,6593,8993,3727,4370,8827,2961,5866,8844,3405,5114,8759,3064,5695,10353,3446,6351,12372,4307,7777,12319,4369,7354,9270,2906,6126,9313,4111,4968,9158,3977,5181,9147,2992,5942,9164,3553,5320,12960,4676,8081,399,583,986,1228,2355,3584,635,716,810,519,192,195,49,237,685,1189,904,719,791,603,703,264,474,225,243,503,231,87,121,1171,1142,1067,683,71,51,116,210,746,904,744,893,674,799,733,316,551,263,459,390,259,253,369,1098,3642,3911,1494,3820,1705,265,182,106,127,138,232,189,168,185,255,243,589,1066,1389,1176,689,1481,660,2816,6133,8949,4682,4063,8747,4086,4949,9040,3159,5821,8985,2790,5673,8747,5364,9681,15043,5758,9753,15627,1759,3476,7311,1670,132,132
92,92,23647,14106,6670,1561,519,1196,52,24486,13928,7226,2364,665,769,33,18641,12226,4307,1006,372,867,44,18275,12426,3542,1560,428,312,0,1371,348,51,0,9315,4465,3921,9049,4063,4341,8249,5122,2507,8068,4504,3564,8098,4864,2934,7996,4651,3345,9196,4934,3783,10233,5699,4271,10173,5707,3967,7188,3758,3164,7250,4600,2436,7139,4556,2583,7124,3871,3052,7144,4289,2599,9389,5367,3873,5492,4079,9582,5695,4190,9885,559,571,720,444,440,144,202,620,1166,782,705,858,703,698,904,236,499,231,676,371,293,209,219,622,732,616,350,370,221,222,489,979,997,666,699,540,882,573,507,522,320,434,546,446,290,445,2603,5123,3657,1252,3106,1385,188,68,408,410,601,671,412,703,471,611,781,1176,1162,1355,841,627,466,282,3622,3303,6925,4877,2059,6937,3938,2775,6713,2934,3720,6653,25,39,66,33,49,84,5178,3708,8886,4156,3098,5832,4833,266,92
93,93,22688,19510,1290,403,431,1033,43,22729,19218,1782,136,519,701,247,16488,14642,649,181,259,663,21,16430,14725,821,104,306,388,52,96,178,159,52,9736,2075,6864,9539,1927,6969,8378,2858,4596,8246,2268,5978,8260,2703,5276,8174,2359,5815,9728,2474,6751,11323,2796,8275,11238,2977,7688,8301,1804,6271,8350,2891,5108,8218,2690,5528,8207,1918,6063,8209,2346,5601,11802,2908,8702,197,471,668,0,0,0,688,938,898,683,357,39,111,595,527,481,579,742,776,518,895,505,420,219,342,451,311,226,97,481,815,1034,570,335,133,35,251,594,593,608,728,693,771,680,376,445,125,325,452,393,298,257,653,4414,3470,1489,3013,1113,170,112,124,245,241,155,287,255,180,113,279,609,804,1121,938,925,805,711,1859,6187,8046,3362,4201,7568,3063,4617,7682,2339,5347,7689,20,43,61,2677,8024,10706,2145,8193,11173,1618,3229,6799,1446,212,129
94,94,23075,18639,2159,745,734,851,40,22571,18426,1608,1124,750,381,12,17401,14480,1352,428,502,594,29,16661,14579,942,549,432,167,0,376,398,49,0,11360,3322,7047,11183,2922,7662,9993,4134,4850,9795,3258,6537,9818,3784,5715,9716,3404,6312,11397,3846,6985,13022,4638,8090,12974,4726,7758,9288,2975,6103,9350,4177,4925,9203,4045,5158,9187,3189,5816,9189,3555,5349,12502,4598,7727,4139,8324,12471,3365,6749,10114,661,739,997,520,391,82,123,278,791,697,816,682,641,895,801,261,333,255,287,473,374,430,233,762,731,822,634,117,0,112,306,392,877,676,704,674,695,726,338,479,182,509,550,366,399,230,642,3256,3878,1630,4237,1692,168,266,334,100,100,194,198,112,241,186,197,515,736,1442,1235,787,1345,621,2920,6044,8964,4559,4374,8932,4070,4650,8720,3116,5588,8703,3242,5797,9041,0,0,0,4094,7640,11877,1585,3195,7291,1142,288,231
95,95,23956,14153,5707,2415,649,1535,67,22915,13211,5635,2640,1161,839,57,18459,11902,3638,1486,461,1138,55,16588,11448,2566,1534,714,328,0,1286,649,54,0,6159,2592,2923,5916,2386,3015,5129,2729,1798,5040,2618,2422,5047,2752,2055,4987,2619,2368,6054,2873,2788,7182,3563,3408,7090,3523,3019,4418,2026,2191,4451,2539,1715,4378,2453,1925,4361,2101,2112,4390,2317,1897,6406,3159,3109,3765,3084,6859,3646,3226,6872,776,979,775,502,308,216,159,688,954,788,803,741,718,862,827,242,450,163,258,395,317,218,111,543,567,801,322,321,260,149,480,951,816,481,1109,514,561,724,269,535,195,232,419,229,196,338,2858,5350,3997,981,1387,607,120,119,982,771,510,517,618,690,327,551,498,803,1093,1063,579,466,111,77,2035,2253,4288,3026,1466,4492,2110,2026,4136,1508,2614,4122,2433,1912,4345,3289,2806,6095,2823,2749,5646,4028,3423,4353,5695,1144,311
96,96,22823,13339,4552,2834,1018,1568,40,23392,12635,6001,3229,1654,1628,129,16681,10748,2736,1555,735,1051,31,15906,10314,2466,1772,773,324,0,1211,753,16,0,6246,2417,3225,6039,2333,3223,4975,2441,1917,4888,2387,2501,4870,2525,2113,4842,2432,2410,5993,2622,2977,6993,3090,3678,6892,3133,3282,4024,1686,2205,4047,2153,1695,3978,2064,1914,3967,1758,2061,3980,1929,1892,6067,2753,3214,3071,3560,6643,3027,3283,6309,1209,932,818,203,444,167,83,254,884,745,614,652,577,597,745,258,423,103,333,609,98,253,149,780,785,547,433,240,131,145,527,914,972,429,619,496,516,686,470,339,157,354,401,297,103,320,2542,5417,3703,844,1080,335,96,82,611,523,447,458,849,390,334,661,496,949,1152,854,605,160,164,211,1717,2179,3896,2334,1244,3575,1627,1879,3504,1115,2388,3501,0,0,0,2237,2734,5241,0,0,0,3137,3384,5002,4364,62,17
97,97,23588,15536,3774,1789,1673,1136,76,25854,16947,4217,2697,1426,1110,12,17104,11990,2250,991,1203,762,42,17464,12707,2030,1421,906,366,0,1204,800,56,0,7916,2343,4797,7744,2315,4848,6756,2853,3086,6627,2597,4030,6631,2833,3538,6558,2621,3937,7937,2873,4585,9402,3579,5575,9328,3668,5113,6075,2078,3795,6118,2849,3032,6024,2721,3303,6005,2181,3658,6008,2423,3371,9037,3440,5437,3356,5580,8940,1359,1475,2835,633,1170,1028,567,342,179,112,648,979,746,1112,799,415,618,719,314,304,260,310,364,192,122,134,836,876,831,600,382,147,126,362,1127,817,855,920,595,688,809,373,235,333,248,479,150,100,186,2177,4320,3807,1118,2682,1106,81,4,237,227,187,425,397,408,353,344,340,757,776,1500,1007,677,538,263,2087,3778,5865,3349,2309,5659,2560,3002,5562,1917,3651,5568,0,0,0,3175,5025,8218,1693,3479,5487,2003,3516,6234,2345,153,76
98,98,23362,15563,3779,1590,1311,1386,70,23159,15759,3968,1426,1397,919,67,17038,12174,2178,849,916,978,36,16049,12410,1635,595,857,275,0,489,749,59,0,7222,2282,4258,7010,2263,4157,5987,2560,2648,5898,2421,3477,5895,2615,3041,5848,2437,3411,7062,2595,4000,8211,2987,5008,8091,3111,4437,5179,1774,3214,5221,2392,2582,5130,2252,2878,5121,1827,3097,5144,2095,2858,7498,2726,4626,3040,3952,7000,1064,1199,2264,762,950,1210,486,389,268,135,524,661,669,753,679,866,672,790,431,439,211,389,377,258,199,111,896,783,1007,462,458,147,478,550,491,890,845,710,740,679,786,337,391,183,335,379,236,111,155,2360,5525,3536,1667,1069,516,81,30,408,238,373,267,444,423,505,244,571,851,1120,1385,652,538,244,262,1811,3243,5054,4494,2626,7120,3250,3581,6826,2308,4548,6855,654,473,1127,2975,4582,7571,2245,2757,5397,2148,3529,5752,2959,104,82
99,99,23491,18240,1455,1157,1892,771,52,23593,18515,1555,1053,1935,425,167,16739,13450,893,689,1238,475,39,15671,13249,659,672,925,136,0,643,876,10,0,10141,2817,6430,10075,2336,7208,9219,3759,4701,9092,2889,6203,9116,3333,5486,9048,2998,6050,10641,3480,6673,12620,4568,7781,12648,4528,7694,9220,2889,6129,9265,4121,4959,9157,4112,5045,9149,3072,5862,9135,3498,5389,12700,4691,7763,4098,8163,12265,3837,8443,12280,839,1034,1238,669,322,99,90,257,422,553,862,803,814,741,551,390,325,246,379,524,267,175,139,761,947,1098,547,235,12,87,214,512,665,927,1116,614,600,877,274,266,199,421,443,266,124,183,409,2152,2574,1093,4951,2436,630,414,216,112,66,70,60,121,94,121,234,411,471,1064,835,994,1084,1694,2829,6148,8977,4687,3870,8561,3907,4584,8491,3016,5459,8475,2,7,9,3,7,10,3795,7867,11735,1396,3561,6610,1446,312,141
100,100,23853,18510,2498,1100,892,937,51,23152,16294,3478,1953,802,774,16,18218,14828,1481,619,610,633,32,17250,13886,1944,633,515,275,0,388,451,21,0,12172,3763,7356,11880,3355,7930,10537,4748,4881,10340,3730,6610,10391,4258,5800,10258,3928,6330,11932,4346,7016,13305,5183,7840,13213,5257,7469,9676,3436,6030,9746,4628,4849,9582,4552,5030,9546,3566,5795,9555,3995,5293,12638,4967,7485,4213,6985,11206,4664,8122,12786,824,1301,997,484,95,42,31,441,569,912,712,912,608,531,615,261,578,439,391,557,405,154,310,1276,840,783,405,98,54,330,294,872,883,678,773,662,558,579,385,567,265,383,554,510,364,385,601,3904,4161,1357,3908,1867,323,251,245,223,197,248,450,214,355,202,416,711,1048,1349,1100,725,1106,757,3260,6040,9300,4993,4262,9255,4377,4712,9089,3369,5699,9068,3808,5641,9449,4753,7368,12121,4816,7186,12002,2228,3208,7172,2154,13,0
101,101,23265,20310,1310,441,435,728,35,23771,20997,1578,363,295,568,7,16470,14698,739,217,255,477,15,16663,15184,824,278,122,239,0,163,78,49,0,10808,2214,7722,10658,1938,8160,9404,3210,5310,9253,2270,6983,9234,2794,6164,9160,2369,6791,10839,2677,7687,12573,3182,9142,12534,3294,8790,9526,2098,7172,9591,3394,5923,9469,3243,6226,9425,2234,6951,9438,2797,6364,12988,3310,9478,2749,7674,10426,1472,4712,6183,918,857,894,669,370,132,124,261,530,596,807,721,724,690,780,283,503,241,252,539,214,156,185,739,995,1321,558,254,72,91,290,540,799,748,894,825,624,788,290,454,365,475,425,301,204,203,632,3567,3456,1969,3600,1556,232,118,208,81,80,147,414,118,204,228,232,618,670,1224,944,789,1122,1011,2087,7079,9166,3997,5924,9919,3971,5752,9722,3175,6566,9743,0,0,0,548,1143,1689,2817,10436,13608,1433,3305,6987,997,305,197
